Contract_ID,Application_ID,Loan_Type,Contract_Start_Date,Expected_Contract_End_Date,Loan_Term,Total_Loan_Amount,Outstanding Amount_max,Outstanding Amount_mean,Outstanding Amount_last,Due Amount_max,Due Amount_mean,Number of Days Past Due_max,Number of Days Past Due_mean,Number of Days Past Due_count,Loan_Default,Application_Date,Loan_Approval_Status,Age_at_Application,Marital_Status,Gender,Own_Rent_Home,Occupation_Professional_Category,Type_of_Business_Industry_of_Employment,Employment_Status,Time_at_Current_Employment_(Months),Number_of_Dependents,Loan_Purpose,Monthly_Income,Government_Employee,Marital_Status_Missing,Own_Rent_Home_Missing,Type_of_Business_Missing,Number_of_Dependents_Missing,Monthly_Income_Capped,Monthly_Income_Log,Employment_Time_Capped,Employment_Stability_Score,Age_Bin,Has_Dependents,CRB Score,CRB Grade,Average Balance,Overdraft Limit,Net_Cashflow,Liquidity_Ratio,Has_Bounced_Cheques
CONT105264,C302107290,Unsecured Personal Loan,,2024-07-31,60.0,23870.11,23870.11,23751.165,23632.22,0.0,0.0,0.0,0.0,2.0,0,,Approved,36.0,Unmarried,Male,Family,Employee,Financial,Full-Time,146.0,0.0,Other,8896.72,False,0,0,0,0,8896.72,9.093550343125306,146.0,0,Established,0,678.0,B,2714.766607495069,0.0,42.46985829959508,2.157517790843019,0
CONT105265,C302102061,Unsecured Personal Loan,2017-10-10,2020-10-30,36.0,12450.29,12450.29,9371.816363636362,5570.97,896.44,165.8890909090909,32.0,3.409090909090909,22.0,0,2017-09-18,Approved,52.0,Married,Male,Rent,Employee,Other,Full-Time,62.0,0.0,Home Improvement,1992.97,False,0,0,0,0,1992.97,7.597882905273198,62.0,0,Senior,0,,,271.9851923076923,0.0,14.667843137254868,1.922360638343308,0
CONT105266,C302105253,Unsecured Personal Loan,2018-09-09,2023-09-30,60.0,27498.71,27498.71,25399.49818181818,23711.63,0.0,0.0,0.0,0.0,11.0,0,2018-08-28,Approved,46.0,Married,Male,Own,Armed Forces Occupation,Private Security Services,Contract,81.0,3.0,Home Improvement,3092.72,False,0,0,0,0,3092.72,8.037129529300287,81.0,0,Established,1,591.0,D,524.1886567164179,0.0,5.507538461538457,1.6580382013578208,0
CONT105267,C302103157,Unsecured Personal Loan,2018-03-11,2023-03-30,60.0,32825.32,34556.86,31578.963529411765,28185.81,0.0,0.0,0.0,0.0,17.0,0,2018-02-26,Approved,34.0,Unmarried,Male,Family,Blue Collar,Mining & Quarrying,Full-Time,96.0,1.0,Home Improvement,3361.39,False,0,0,0,0,3361.39,8.12040730962034,96.0,0,Emerging,1,675.0,B,1315.6539285714284,0.0,59.683043478260856,1.755078179841925,0
CONT105268,C302105136,Unsecured Personal Loan,2018-08-29,2024-08-30,72.0,62092.03,62092.03,59442.2075,57950.46,0.0,0.0,0.0,0.0,12.0,0,2018-07-22,Approved,31.0,Unmarried,Female,Own,Officer,Business Process Outsourcing,Full-Time,58.0,0.0,Home Improvement,4526.32,False,0,0,0,0,4526.32,8.417885431926926,58.0,0,Emerging,0,620.0,C,2708.2176136363637,0.0,12.399999999999963,2.0055337466493848,0
CONT105269,C302100968,Unsecured Personal Loan,2017-05-31,2021-05-31,48.0,22274.33,22634.72,18812.944210526315,0.0,0.0,0.0,0.0,0.0,19.0,0,2017-05-25,Approved,31.0,Unmarried,Male,Family,Employee,Financial,Full-Time,123.0,0.0,Other,5899.32,False,0,0,0,0,5899.32,8.682761865711157,123.0,0,Emerging,0,617.0,C,869.0115946843854,0.0,4.170769230769218,3.881532663367293,0
CONT105269,C302100968,Unsecured Personal Loan,2017-05-31,2021-05-31,48.0,22274.33,22634.72,18812.944210526315,0.0,0.0,0.0,0.0,0.0,19.0,0,2017-05-25,Approved,31.0,Unmarried,Male,Family,Employee,Financial,Full-Time,123.0,0.0,Other,5899.32,False,0,0,0,0,5899.32,8.682761865711157,123.0,0,Emerging,0,593.0,D,869.0115946843854,0.0,4.170769230769218,3.881532663367293,0
CONT105269,C302100968,Unsecured Personal Loan,2017-05-31,2021-05-31,48.0,22274.33,22634.72,18812.944210526315,0.0,0.0,0.0,0.0,0.0,19.0,0,2017-05-25,Approved,31.0,Unmarried,Male,Family,Employee,Financial,Full-Time,123.0,0.0,Other,5899.32,False,0,0,0,0,5899.32,8.682761865711157,123.0,0,Emerging,0,593.0,D,869.0115946843854,0.0,4.170769230769218,3.881532663367293,0
CONT105269,C302100968,Unsecured Personal Loan,2017-05-31,2021-05-31,48.0,22274.33,22634.72,18812.944210526315,0.0,0.0,0.0,0.0,0.0,19.0,0,2017-05-25,Approved,31.0,Unmarried,Male,Family,Employee,Financial,Full-Time,123.0,0.0,Other,5899.32,False,0,0,0,0,5899.32,8.682761865711157,123.0,0,Emerging,0,589.0,D,869.0115946843854,0.0,4.170769230769218,3.881532663367293,0
CONT105270,C302102158,Unsecured Personal Loan,2017-10-19,2022-10-31,60.0,11488.86,11692.8,10081.030714285716,0.0,0.0,0.0,0.0,0.0,14.0,0,2017-10-11,Approved,31.0,Unmarried,Male,Family,Officer,Financial,Full-Time,128.0,0.0,Other,5899.32,False,0,0,0,0,5899.32,8.682761865711157,128.0,0,Emerging,0,,,869.0115946843854,0.0,4.170769230769218,3.881532663367293,0
CONT105271,C302107182,Unsecured Personal Loan,,2022-07-31,36.0,5468.21,5468.21,5413.485000000001,5358.76,0.0,0.0,0.0,0.0,2.0,0,,Approved,31.0,Unmarried,Male,Family,Employee,Unknown,Contract,14.0,0.0,Other,1342.71,False,0,0,1,0,1342.71,7.203189723991053,14.0,0,Emerging,0,,,208.94712765957445,0.0,3.790108695652164,3.6428315787942265,0
CONT105272,C302107337,Unsecured Personal Loan,,2022-02-28,30.0,7370.43,7370.43,7370.43,7370.43,0.0,0.0,0.0,0.0,1.0,0,,Approved,28.0,Unmarried,Female,Family,Employee,Civil Service,Contract,15.0,0.0,Other,1943.31,True,0,0,0,0,1943.31,7.572662437327765,15.0,0,Emerging,0,250.0,E,224.86989247311828,0.0,10.192307692307683,1.7906947755427338,0
CONT105273,C302100522,Unsecured Personal Loan,2016-02-07,,36.0,11891.82,11891.82,8168.006666666666,0.0,447.57,137.8162962962963,25.0,8.962962962962964,27.0,0,2016-01-25,Approved,29.0,Unmarried,Male,Family,Elementary Occupation,Unknown,Contract,13.0,3.0,Other,1317.11,True,0,0,1,0,1317.11,7.183954171367435,13.0,0,Emerging,1,,,133.06358490566038,0.0,0.8997142857142906,2.2528701414702654,0
CONT105274,C302100587,Unsecured Personal Loan,2016-02-21,2021-02-28,60.0,60765.93,60765.93,43240.38976190477,23417.19,0.0,0.0,0.0,0.0,42.0,0,2016-02-11,Approved,29.0,Unmarried,Male,Family,Employee,Financial,Full-Time,107.0,0.0,Debt Consolidation,4459.55,False,0,0,0,0,4459.55,8.403027355796672,107.0,0,Emerging,0,250.0,E,1405.1232674418604,0.0,3.773687943262423,2.5958866159396705,0
CONT105274,C302100587,Unsecured Personal Loan,2016-02-21,2021-02-28,60.0,60765.93,60765.93,43240.38976190477,23417.19,0.0,0.0,0.0,0.0,42.0,0,2016-02-11,Approved,29.0,Unmarried,Male,Family,Employee,Financial,Full-Time,107.0,0.0,Debt Consolidation,4459.55,False,0,0,0,0,4459.55,8.403027355796672,107.0,0,Emerging,0,250.0,E,1405.1232674418604,0.0,3.773687943262423,2.5958866159396705,0
CONT105275,C302102519,Unsecured Personal Loan,2017-12-07,2022-12-07,60.0,29777.26,30567.71,26811.1955,22998.29,0.0,0.0,0.0,0.0,20.0,0,2017-12-03,Approved,30.0,Unmarried,Male,Family,Employee,Financial,Full-Time,128.0,0.0,Other,6575.17,False,0,0,0,0,6575.17,8.791207787983378,128.0,0,Emerging,0,,,1405.1232674418604,0.0,3.773687943262423,2.5958866159396705,0
CONT105276,C302102519,Unsecured Personal Loan,2017-12-07,2022-12-07,60.0,33997.66,33621.97,29490.1205,25296.25,0.0,0.0,0.0,0.0,20.0,0,2017-12-03,Approved,30.0,Unmarried,Male,Family,Employee,Financial,Full-Time,128.0,0.0,Other,6575.17,False,0,0,0,0,6575.17,8.791207787983378,128.0,0,Emerging,0,,,1405.1232674418604,0.0,3.773687943262423,2.5958866159396705,0
CONT105277,C302100287,Unsecured Personal Loan,2015-11-11,2018-11-11,36.0,24608.77,24608.77,19964.979333333333,0.0,942.27,254.83,21.0,8.066666666666666,15.0,0,2015-11-03,Approved,25.0,Unmarried,Female,Family,Semi-Professional,Unknown,Full-Time,21.0,0.0,Debt Consolidation,2886.64,False,0,0,1,0,2886.64,7.968194838503181,21.0,0,Emerging,0,627.0,C,541.91796875,0.0,-5.8779199999999925,2.800096158008804,0
CONT105278,C302105617,Unsecured Personal Loan,2018-10-02,2023-10-02,60.0,10612.54,10612.54,10367.378,10277.63,1892.85,808.176,225.0,102.1,10.0,1,2018-09-10,Approved,23.0,Unmarried,Male,Family,Employee,Food & Beverage Services,Full-Time,41.0,0.0,Other,896.13,False,0,0,0,0,896.13,6.799200779094047,41.0,0,Young,0,611.0,C,25.470588235294116,0.0,0.9201219512195249,1.847296983477412,0
CONT105279,C302106615,Unsecured Personal Loan,,2025-01-30,72.0,32647.81,32647.81,31521.53428571429,30588.84,0.0,0.0,0.0,0.0,7.0,0,,Approved,23.0,Unmarried,Female,Family,Officer,Civil Service,Full-Time,26.0,1.0,Debt Consolidation,2639.64,True,0,0,0,0,2639.64,7.878776591002778,26.0,0,Young,1,557.0,E,212.7632673267327,0.0,7.10744897959185,2.413373272846729,0
CONT105280,C302102126,Unsecured Personal Loan,2017-10-17,2021-10-25,48.0,9378.66,9860.26,8517.378636363635,8662.58,16.58,0.7536363636363635,4.0,0.1818181818181818,22.0,0,2017-10-08,Approved,36.0,Unmarried,Female,Family,Semi-Professional,Other,Full-Time,41.0,1.0,Education,1228.93,False,0,0,0,0,1228.93,7.11471253617789,41.0,0,Established,1,,,554.2,0.0,17.179387755102066,1.4377941057353125,0
CONT105281,C302104783,Unsecured Personal Loan,2018-07-24,2022-07-24,48.0,37700.82,37700.82,34093.83,30197.94,0.0,0.0,0.0,0.0,13.0,0,2018-07-15,Approved,51.0,Unmarried,Male,Family,Officer,Private Security Services,Full-Time,56.0,2.0,Home Improvement,3889.85,False,0,0,0,0,3889.85,8.266382921740307,56.0,0,Senior,1,638.0,C,1191.4438571428573,0.0,-11.349855072463754,1.4704398140142052,0
CONT105282,C302103807,Unsecured Personal Loan,2018-05-15,2025-05-15,84.0,12327.67,12327.67,11727.168666666666,11054.51,263.59,17.572666666666667,16.0,1.0666666666666669,15.0,0,2018-04-29,Approved,48.0,Married,Female,Rent,Professional,Education,Full-Time,234.0,2.0,Debt Consolidation,6228.16,False,0,0,0,0,6228.16,8.736996771230245,234.0,0,Established,1,,,520.3567605633804,0.0,53.71173913043481,3.1294381378846623,0
CONT105283,C302101316,Unsecured Personal Loan,2017-08-02,2018-08-02,12.0,22039.86,22973.04,11777.67153846154,0.0,0.0,0.0,0.0,0.0,13.0,0,2017-07-25,Approved,48.0,Married,Female,Rent,Professional,Education,Full-Time,225.0,2.0,Other,6504.58,False,0,0,0,0,6504.58,8.78041554915483,225.0,0,Established,1,682.0,B,520.3567605633804,0.0,53.71173913043481,3.1294381378846623,0
CONT105283,C302101316,Unsecured Personal Loan,2017-08-02,2018-08-02,12.0,22039.86,22973.04,11777.67153846154,0.0,0.0,0.0,0.0,0.0,13.0,0,2017-07-25,Approved,48.0,Married,Female,Rent,Professional,Education,Full-Time,225.0,2.0,Other,6504.58,False,0,0,0,0,6504.58,8.78041554915483,225.0,0,Established,1,631.0,C,520.3567605633804,0.0,53.71173913043481,3.1294381378846623,0
CONT105284,C302105220,Unsecured Personal Loan,2018-09-04,2023-09-04,60.0,11565.42,11565.42,10741.874545454544,9908.3,0.0,0.0,0.0,0.0,11.0,0,2018-08-19,Approved,49.0,Married,Female,Rent,Employee,Education,Full-Time,238.0,2.0,Other,6413.82,False,0,0,0,0,6413.82,8.766366217419904,238.0,0,Established,1,,,520.3567605633804,0.0,53.71173913043481,3.1294381378846623,0
CONT105285,C302105079,Unsecured Personal Loan,2018-08-23,2024-08-29,72.0,6212.08,6212.08,5899.94,5571.3,0.0,0.0,0.0,0.0,12.0,0,2018-08-08,Approved,36.0,Married,Male,Own,Blue Collar,Other,Full-Time,24.0,0.0,Home Improvement,1477.14,False,0,0,0,0,1477.14,7.29853981962035,24.0,0,Established,0,660.0,B,113.21652173913043,0.0,5.605230769230768,1.176107124472731,0
CONT105285,C302105079,Unsecured Personal Loan,2018-08-23,2024-08-29,72.0,6212.08,6212.08,5899.94,5571.3,0.0,0.0,0.0,0.0,12.0,0,2018-08-08,Approved,36.0,Married,Male,Own,Blue Collar,Other,Full-Time,24.0,0.0,Home Improvement,1477.14,False,0,0,0,0,1477.14,7.29853981962035,24.0,0,Established,0,638.0,C,113.21652173913043,0.0,5.605230769230768,1.176107124472731,0
CONT105286,C302100625,Unsecured Personal Loan,2016-02-28,2021-02-28,60.0,28595.73,28595.73,28256.20119047619,28247.92,28505.39,13607.31261904762,1222.0,573.047619047619,42.0,1,2016-02-08,Approved,29.0,Unmarried,Male,Family,Employee,Mining & Quarrying,Full-Time,14.0,0.0,Home Improvement,4454.87,False,0,0,0,0,4454.87,8.401977607034329,14.0,0,Emerging,0,,,147.3234,0.0,0.09949494949494568,1.4384748477270546,0
CONT105287,C302106469,Unsecured Personal Loan,,2025-01-06,72.0,37096.6,37096.6,35869.78,34774.28,729.4,104.2,25.0,3.571428571428572,7.0,0,2018-12-19,Approved,39.0,Unmarried,Male,Own,Officer,Civil Service,Full-Time,84.0,2.0,Debt Consolidation,1937.8,True,0,0,0,0,1937.8,7.569824503971221,84.0,0,Established,1,663.0,B,198.05214285714288,0.0,12.380256410256399,3.407885548221161,0
CONT105288,C302107366,Unsecured Personal Loan,,2024-08-14,60.0,14921.92,14921.92,14921.92,14921.92,0.0,0.0,0.0,0.0,1.0,0,,Approved,48.0,Married,Male,Own,Blue Collar,Tourism,Full-Time,78.0,3.0,Education,1875.73,False,0,0,0,0,1875.73,7.537286179675934,78.0,0,Established,1,,,110.09144329896907,0.0,7.59147368421051,8.421005268564718,0
CONT105289,C302105157,Unsecured Personal Loan,2018-08-30,2022-08-30,48.0,24616.65,24616.65,21575.423333333336,18905.39,696.83,116.13833333333334,1.0,0.1666666666666666,12.0,0,2018-08-08,Approved,29.0,Unmarried,Male,Family,Armed Forces Occupation,Civil Service,Full-Time,119.0,0.0,Home Improvement,4773.19,True,0,0,0,0,4773.19,8.470979605017586,119.0,0,Emerging,0,655.0,B,701.3698432601881,0.0,-33.57461290322581,1.442203246444218,0
CONT105290,C302105327,Unsecured Personal Loan,2018-09-12,2024-09-12,72.0,27320.49,27320.49,26122.52090909091,24762.6,615.43,106.53727272727272,20.0,10.727272727272728,11.0,0,2018-09-02,Approved,30.0,Married,Female,Family,Blue Collar,Private Security Services,Contract,67.0,2.0,Home Improvement,1981.71,False,0,0,0,0,1981.71,7.5922198747591745,67.0,0,Emerging,1,,,187.78446666666665,0.0,43.497142857142876,1.7392604594605379,0
CONT105291,C302103628,Unsecured Personal Loan,2018-05-02,2025-05-02,84.0,20126.8,20126.8,19136.05933333333,18046.47,0.0,0.0,0.0,0.0,15.0,0,2018-04-16,Approved,48.0,Married,Female,Family,Clerical Support Worker,Education,Full-Time,43.0,0.0,Other,972.39,False,0,0,0,0,972.39,6.8807848240776295,43.0,0,Established,0,669.0,B,734.091,0.0,60.6121052631579,1.3940328866455376,0
CONT105292,C302100416,Unsecured Personal Loan,2015-12-30,2020-12-30,60.0,21931.35,21931.35,17921.375,0.0,571.16,95.19333333333331,4.0,0.6666666666666666,6.0,0,2015-12-09,Approved,34.0,Unmarried,Male,Family,Service and Sales Worker,Unknown,Full-Time,176.0,3.0,Other,3751.47,False,0,0,1,0,3751.47,8.23016956880544,176.0,0,Emerging,1,665.0,B,200.24132653061227,0.0,-5.090625000000036,7.641142997081504,0
CONT105293,C302105491,Unsecured Personal Loan,2018-09-24,2023-09-24,60.0,15414.3,15414.3,14441.00090909091,13443.8,0.0,0.0,0.0,0.0,11.0,0,2018-09-16,Approved,55.0,Married,Male,Family,Employee,Unknown,Full-Time,180.0,1.0,Other,2053.02,False,0,0,1,0,2053.02,7.627554127539443,180.0,0,Senior,1,677.0,B,1490.8325477707006,0.0,-0.731111111111118,1.833047371540585,0
CONT105294,C302105864,Unsecured Personal Loan,2018-10-22,2024-10-22,72.0,50939.02,50939.02,48827.986,47158.85,0.0,0.0,0.0,0.0,10.0,0,2018-10-10,Approved,36.0,Married,Female,Family,Clerical Support Worker,Education,Full-Time,197.0,2.0,Debt Consolidation,3977.81,True,0,0,0,0,3977.81,8.2887380585957,197.0,0,Established,1,680.0,B,3860.913333333333,0.0,50.2066666666667,1.3397494960072591,0
CONT105295,C302104868,Unsecured Personal Loan,2018-08-02,2022-08-02,48.0,12076.86,12076.86,11046.316666666666,9948.32,0.0,0.0,0.0,0.0,12.0,0,2018-07-18,Approved,33.0,Unmarried,Female,Family,Employee,Unknown,Full-Time,41.0,3.0,Other,1663.72,False,0,0,1,0,1663.72,7.417412220104524,41.0,0,Emerging,1,,,595.7056470588236,0.0,15.860602409638547,2.807392388167154,0
CONT105296,C302106341,Unsecured Personal Loan,2018-12-16,2021-12-16,36.0,17273.83,17273.83,16066.4925,15401.36,1238.73,346.98125,46.0,13.5,8.0,0,2018-12-06,Approved,24.0,Unmarried,Male,Family,Semi-Professional,Tourism,Full-Time,29.0,0.0,Home Improvement,1748.33,False,0,0,0,0,1748.33,7.466988136466194,29.0,0,Young,0,,,549.8153333333333,0.0,-3.2357931034482794,2.351212264127781,0
CONT105297,C302105596,Unsecured Personal Loan,2018-10-01,2021-10-01,36.0,19207.88,19807.36,17648.409,15884.43,868.11,126.745,62.0,12.3,10.0,0,2018-08-26,Approved,44.0,Unmarried,Male,Family,Officer,Private Security Services,Contract,24.0,3.0,Home Improvement,2438.45,False,0,0,0,0,2438.45,7.7995278830425665,24.0,0,Established,1,670.0,B,525.5372727272727,0.0,-0.36066666666667213,1.8498503082250832,0
CONT105298,C302106443,Unsecured Personal Loan,,2024-01-02,60.0,12440.8,12440.8,11941.747142857144,11525.65,0.0,0.0,0.0,0.0,7.0,0,2018-12-20,Approved,47.0,Unmarried,Male,Rent,Employee,Transportation & Communication,Full-Time,324.0,2.0,Home Improvement,2074.36,False,0,0,0,0,2074.36,7.637889911592363,324.0,0,Established,1,674.0,B,78.77370689655173,0.0,5.271260869565225,4.78907619245047,0
CONT105299,C302105672,Unsecured Personal Loan,2018-10-07,2023-10-28,60.0,14316.41,14316.41,13511.385,12706.07,0.0,0.0,0.0,0.0,10.0,0,2018-09-16,Approved,31.0,Unmarried,Male,Family,Officer,Civil Service,Full-Time,132.0,1.0,Debt Consolidation,7926.52,True,0,0,0,0,7926.52,8.97809552927277,132.0,0,Emerging,1,636.0,C,842.1052760736196,0.0,13.728749999999968,2.8347345557384953,0
CONT105300,C302101979,Unsecured Personal Loan,2017-10-04,2022-10-04,60.0,29620.16,29291.42,28372.015,27166.28,0.0,0.0,0.0,0.0,8.0,0,2017-09-21,Approved,32.0,Unmarried,Male,Family,Officer,Civil Service,Unknown,126.0,1.0,Debt Consolidation,2675.94,False,0,0,0,0,2675.94,7.892429630120127,126.0,0,Emerging,1,620.0,C,427.2693333333333,0.0,1.6904545454545532,4.307389912309214,0
CONT105300,C302101979,Unsecured Personal Loan,2017-10-04,2022-10-04,60.0,29620.16,29291.42,28372.015,27166.28,0.0,0.0,0.0,0.0,8.0,0,2017-09-21,Approved,32.0,Unmarried,Male,Family,Officer,Civil Service,Unknown,126.0,1.0,Debt Consolidation,2675.94,False,0,0,0,0,2675.94,7.892429630120127,126.0,0,Emerging,1,599.0,D,427.2693333333333,0.0,1.6904545454545532,4.307389912309214,0
CONT105301,C302104075,Unsecured Personal Loan,2018-05-31,2025-06-01,84.0,35036.39,35036.39,33726.47,31857.28,3509.33,1186.5913333333333,123.0,34.0,15.0,1,2018-05-18,Approved,33.0,Unmarried,Male,Family,Professional,Civil Service,Full-Time,133.0,1.0,Debt Consolidation,2877.62,False,0,0,0,0,2877.62,7.965066291626292,133.0,0,Emerging,1,,,427.2693333333333,0.0,1.6904545454545532,4.307389912309214,0
CONT105302,C302105050,Unsecured Personal Loan,2018-08-21,2022-08-21,48.0,7410.74,7410.74,6729.015,6011.21,0.0,0.0,0.0,0.0,12.0,0,2018-07-17,Approved,24.0,Unmarried,Female,Family,Clerical Support Worker,Financial,Full-Time,7.0,0.0,Vacation,2344.67,False,0,0,0,0,2344.67,7.76032635435754,7.0,0,Young,0,615.0,C,525.116779661017,0.0,10.407398843930624,1.6853845672041023,0
CONT105302,C302105050,Unsecured Personal Loan,2018-08-21,2022-08-21,48.0,7410.74,7410.74,6729.015,6011.21,0.0,0.0,0.0,0.0,12.0,0,2018-07-17,Approved,24.0,Unmarried,Female,Family,Clerical Support Worker,Financial,Full-Time,7.0,0.0,Vacation,2344.67,False,0,0,0,0,2344.67,7.76032635435754,7.0,0,Young,0,621.0,C,525.116779661017,0.0,10.407398843930624,1.6853845672041023,0
CONT105303,C302101663,Unsecured Personal Loan,2017-09-10,2022-09-11,60.0,37109.96,36704.62,29602.56043478261,24825.02,0.0,0.0,0.0,0.0,23.0,0,2017-09-06,Approved,41.0,Unmarried,Female,Family,Self Employed,Unknown,Self Employed,240.0,1.0,Other,3131.88,False,0,0,1,0,3131.88,8.049707988271637,240.0,0,Established,1,627.0,C,17812.18426724138,0.0,-210.1241304347826,1.602385744317418,0
CONT105304,C302103148,Unsecured Personal Loan,2018-03-08,,12.0,2591.16,2591.16,1475.6833333333334,0.0,253.62,52.01,2.0,0.4166666666666667,12.0,0,2018-02-25,Approved,25.0,Unmarried,Female,Family,Employee,Tourism,Full-Time,5.0,0.0,Education,2235.25,False,0,0,0,0,2235.25,7.712555634822928,5.0,0,Emerging,0,,,1833.090473372781,0.0,11.934424242424253,1.7191513117539363,0
CONT105305,C302100446,Unsecured Personal Loan,2016-01-11,,36.0,2610.83,2610.83,2003.55375,0.0,0.0,0.0,0.0,0.0,16.0,0,2016-01-05,Approved,29.0,Unmarried,Female,Family,Employee,Unknown,Full-Time,55.0,1.0,Other,703.4,False,0,0,1,0,703.4,6.557346376622051,55.0,0,Emerging,1,,,341.1343225806452,0.0,7.571148648648647,1.347031856891733,0
CONT105306,C302101477,Unsecured Personal Loan,2017-08-22,2022-08-30,60.0,4825.91,5147.53,4405.979583333333,3554.07,0.0,0.0,0.0,0.0,24.0,0,2017-08-11,Approved,37.0,Unmarried,Female,Rent,Clerical Support Worker,Micro & Small Enterprise,Full-Time,23.0,0.0,Medical,2344.67,False,0,0,0,0,2344.67,7.76032635435754,23.0,0,Established,0,653.0,B,491.2089655172414,0.0,38.69035714285716,1.286940132284891,0
CONT105307,C302105442,Unsecured Personal Loan,2018-09-20,2022-09-20,48.0,37145.84,37145.84,33992.450000000004,30751.58,0.0,0.0,0.0,0.0,11.0,0,2018-09-11,Approved,32.0,Unmarried,Female,Family,Clerical Support Worker,Business Process Outsourcing,Full-Time,23.0,1.0,Debt Consolidation,2577.52,False,0,0,0,0,2577.52,7.854970869908479,23.0,0,Emerging,1,624.0,C,343.73756756756757,0.0,5.165754716981139,2.0601173273843325,0
CONT105308,C302103345,Unsecured Personal Loan,2018-04-04,2024-04-04,72.0,12418.41,12418.41,11197.096428571427,4157.89,0.0,0.0,0.0,0.0,14.0,0,2018-03-15,Approved,33.0,Married,Female,Own,Semi-Professional,Environment & Sustainable Dev.,Full-Time,54.0,0.0,Debt Consolidation,8216.95,False,0,0,0,0,8216.95,9.014076065219443,54.0,0,Emerging,0,688.0,A,643.0858620689655,0.0,-105.75403508771932,1.6957125344276955,0
CONT105309,C302101149,Unsecured Personal Loan,2017-07-09,2021-07-28,48.0,8369.66,8260.61,6897.422,5441.1,555.15,90.476,34.0,2.84,25.0,0,2017-06-28,Approved,27.0,Married,Female,Family,Clerical Support Worker,Micro & Small Enterprise,Full-Time,83.0,1.0,Other,1382.08,False,0,0,0,0,1382.08,7.232068175255704,83.0,0,Emerging,1,650.0,B,41.31745098039216,0.0,0.0007920792079184227,2.825550357266068,0
CONT105310,C302102673,Unsecured Personal Loan,2017-12-28,2021-12-30,48.0,20622.53,21681.48,18394.436,14618.26,0.0,0.0,0.0,0.0,20.0,0,2017-12-18,Approved,37.0,Married,Male,Rent,Technician and Associate Professional,Science & Technology,Full-Time,30.0,0.0,Other,3907.78,False,0,0,0,0,3907.78,8.270980583830541,30.0,0,Established,0,999.0,X,470.8655376344086,0.0,13.217016574585642,2.075349537337522,0
CONT105311,C302102752,Unsecured Personal Loan,2018-01-11,2023-01-31,60.0,20164.13,20528.3,18417.01210526316,15993.81,549.89,28.94157894736842,1.0,0.0526315789473684,19.0,0,2017-11-27,Approved,37.0,Unmarried,Female,Family,Clerical Support Worker,Financial,Full-Time,150.0,1.0,Debt Consolidation,4111.61,False,0,0,0,0,4111.61,8.321813142436278,150.0,0,Established,1,675.0,B,713.2801612903227,0.0,-36.271286307053956,3.633676985345946,0
CONT105312,C302107109,Unsecured Personal Loan,,2023-06-26,48.0,28348.25,28348.25,27909.83666666667,27473.43,0.0,0.0,0.0,0.0,3.0,0,,Approved,35.0,Unmarried,Male,Own,Armed Forces Occupation,Civil Service,Full-Time,202.0,0.0,Debt Consolidation,4696.13,False,0,0,0,0,4696.13,8.45470696288478,202.0,0,Established,0,636.0,C,302.6079365079365,0.0,6.231864406779651,2.471659967677727,0
CONT105313,C302105580,Unsecured Personal Loan,2018-09-30,2024-10-10,72.0,53322.53,53322.53,51203.54181818182,48665.28,0.0,0.0,0.0,0.0,11.0,0,2018-09-06,Approved,29.0,Unmarried,Female,Own,Officer,Civil Service,Full-Time,122.0,1.0,Debt Consolidation,3831.32,False,0,0,0,0,3831.32,8.251225642911098,122.0,0,Emerging,1,643.0,C,1005.9196842105263,0.0,12.813478260869587,2.0609472272243705,0
CONT105314,C302101284,Unsecured Personal Loan,2017-07-27,2021-07-30,48.0,35169.99,37524.97,29817.352400000003,20757.33,1053.22,120.6308,2.0,0.28,25.0,0,2017-07-20,Approved,50.0,Widowed,Male,Own,Blue Collar,Other,Contract,79.0,2.0,Medical,2678.31,False,0,0,0,0,2678.31,7.893314577669128,79.0,0,Senior,1,652.0,B,630.87512,0.0,17.460413223140453,1.523291473658839,0
CONT105315,C302106393,Unsecured Personal Loan,2018-12-23,2023-12-23,60.0,37036.11,37036.11,35525.603749999995,34139.74,0.0,0.0,0.0,0.0,8.0,0,2018-12-19,Approved,35.0,Unmarried,Male,Own,Officer,Other,Contract,157.0,0.0,Debt Consolidation,3715.06,False,0,0,0,0,3715.06,8.220419246197348,157.0,0,Established,0,611.0,C,411.87717391304346,0.0,-51.60011363636366,4.446162092864149,0
CONT105316,C302106207,Unsecured Personal Loan,2018-11-28,2024-12-05,72.0,115538.1,115538.1,112951.85333333332,110841.66,5090.2,840.3855555555556,57.0,9.333333333333334,9.0,0,2018-11-05,Approved,47.0,Unmarried,Female,Own,Professional,Professional & Other Services,Self Employed,168.0,0.0,Other,26869.87,False,0,0,0,0,17503.945400000015,9.770238714275076,168.0,0,Established,0,654.0,B,1933.9290277777777,0.0,-1.899436619718271,1.5204138696050884,0
CONT105316,C302106207,Unsecured Personal Loan,2018-11-28,2024-12-05,72.0,115538.1,115538.1,112951.85333333332,110841.66,5090.2,840.3855555555556,57.0,9.333333333333334,9.0,0,2018-11-05,Approved,47.0,Unmarried,Female,Own,Professional,Professional & Other Services,Self Employed,168.0,0.0,Other,26869.87,False,0,0,0,0,17503.945400000015,9.770238714275076,168.0,0,Established,0,644.0,C,1933.9290277777777,0.0,-1.899436619718271,1.5204138696050884,0
